"x","y","pland_1","pland_2","pland_13","pland_15","pland_16"
-82.231415114,27.216544223,0,0,0.316455696202532,23.4177215189873,69.620253164557
-82.222546952,27.216544223,0,0,0.949367088607595,21.5189873417722,71.5189873417722
-82.21367879,27.216544223,0,0,0.632911392405063,18.3544303797468,71.2025316455696
-82.204810628,27.216544223,0,0,0.632911392405063,16.1392405063291,73.1012658227848
-82.195942466,27.216544223,0,0,0.316455696202532,14.873417721519,68.9873417721519
-82.187074304,27.216544223,0,0,0.634920634920635,13.6507936507937,65.3968253968254
-82.178206142,27.216544223,0,0,1.58227848101266,11.0759493670886,54.746835443038
-82.16933798,27.216544223,0,0,1.59744408945687,11.5015974440895,47.9233226837061
-82.160469818,27.216544223,0,0,1.58227848101266,12.9746835443038,37.0253164556962
-82.151601656,27.216544223,0,0,3.19488817891374,14.0575079872204,29.7124600638978
-82.142733494,27.216544223,0,0,4.44444444444444,14.6031746031746,20.952380952381
-82.133865332,27.216544223,0,0,6.73076923076923,16.6666666666667,12.1794871794872
-82.12499717,27.216544223,0,0,6.32911392405063,19.620253164557,12.3417721518987
-82.116129008,27.216544223,0,0,8.65384615384615,20.5128205128205,14.1025641025641
-82.107260846,27.216544223,0,0,12.0253164556962,18.0379746835443,15.506329113924
-82.098392684,27.216544223,0,0,11.5755627009646,20.9003215434084,16.3987138263666
-82.089524522,27.216544223,0,0,11.4285714285714,20.952380952381,16.1904761904762
-82.08065636,27.216544223,0,0,10.6796116504854,19.0938511326861,14.8867313915858
-82.071788198,27.216544223,0,0,6.36942675159236,19.4267515923567,19.4267515923567
-82.062920036,27.216544223,0,0,6.79611650485437,21.0355987055016,19.7411003236246
-82.249151438,27.225412385,0,0,0.319488817891374,23.961661341853,65.1757188498403
-82.240283276,27.225412385,0,0,0.315457413249211,25.2365930599369,66.2460567823344
-82.231415114,27.225412385,0,0,0.638977635782748,21.7252396166134,66.1341853035144
-82.222546952,27.225412385,0,0,0.628930817610063,19.4968553459119,64.4654088050314
-82.21367879,27.225412385,0,0,0.32051282051282,19.2307692307692,63.1410256410256
-82.204810628,27.225412385,0,0,0.316455696202532,15.1898734177215,64.5569620253165
-82.195942466,27.225412385,0,0,0.319488817891374,14.3769968051118,60.0638977635783
-82.187074304,27.225412385,0,0,0.316455696202532,11.7088607594937,59.8101265822785
-82.178206142,27.225412385,0,0,0.955414012738854,9.87261146496815,53.5031847133758
-82.16933798,27.225412385,0,0,0.946372239747634,10.0946372239748,50.4731861198738
-82.160469818,27.225412385,0,0,1.28205128205128,12.5,41.025641025641
-82.151601656,27.225412385,0,0,3.79746835443038,15.1898734177215,31.3291139240506
-82.142733494,27.225412385,0,0,5.11182108626198,15.3354632587859,24.2811501597444
-82.133865332,27.225412385,0,0,5.37974683544304,18.0379746835443,21.2025316455696
-82.12499717,27.225412385,0,0,6.36942675159236,20.0636942675159,20.7006369426752
-82.116129008,27.225412385,0,0,7.61904761904762,20.3174603174603,18.7301587301587
-82.107260846,27.225412385,0,0,7.66773162939297,19.4888178913738,21.0862619808307
-82.098392684,27.225412385,0,0,5.71428571428571,20.3174603174603,22.8571428571429
-82.089524522,27.225412385,0,0,4.47284345047923,19.4888178913738,23.0031948881789
-82.08065636,27.225412385,0,0,4.76190476190476,20.6349206349206,20.952380952381
-82.071788198,27.225412385,0,0,4.15335463258786,20.7667731629393,20.1277955271566
-82.062920036,27.225412385,0,0,5.09554140127389,20.3821656050955,20.3821656050955
-82.249151438,27.234280547,0,0,0.638977635782748,22.3642172523962,64.2172523961661
-82.240283276,27.234280547,0,0,1.26182965299685,20.5047318611987,62.4605678233439
-82.231415114,27.234280547,0,0,1.6025641025641,19.5512820512821,58.6538461538462
-82.222546952,27.234280547,0,0,1.57728706624606,19.5583596214511,55.8359621451104
-82.21367879,27.234280547,0,0,0.643086816720257,18.0064308681672,51.1254019292604
-82.204810628,27.234280547,0,0,0,13.6075949367089,49.6835443037975
-82.195942466,27.234280547,0,0,0,11.8210862619808,47.6038338658147
-82.187074304,27.234280547,0,0,0,10.7936507936508,45.7142857142857
-82.178206142,27.234280547,0,0,0.638977635782748,9.90415335463259,41.85303514377
-82.16933798,27.234280547,0,0,1.27388535031847,9.23566878980892,40.7643312101911
-82.160469818,27.234280547,0,0,1.91693290734824,10.223642172524,34.185303514377
-82.151601656,27.234280547,0,0,3.19488817891374,13.7380191693291,30.6709265175719
-82.142733494,27.234280547,0,0,5.73248407643312,14.968152866242,24.203821656051
-82.133865332,27.234280547,0,0,5.76923076923077,18.2692307692308,25.3205128205128
-82.12499717,27.234280547,0,0,6.62460567823344,19.8738170347003,27.4447949526814
-82.116129008,27.234280547,0.32051282051282,0,6.41025641025641,21.1538461538462,26.9230769230769
-82.107260846,27.234280547,0.316455696202532,0,3.79746835443038,19.9367088607595,26.8987341772152
-82.098392684,27.234280547,0.32051282051282,0,4.48717948717949,17.3076923076923,28.525641025641
-82.089524522,27.234280547,0,0,4.11392405063291,16.7721518987342,28.4810126582279
-82.08065636,27.234280547,0,0,3.53697749196141,15.7556270096463,27.6527331189711
-82.071788198,27.234280547,0,0,3.79746835443038,16.7721518987342,24.6835443037975
-82.062920036,27.234280547,0,0,4.80769230769231,20.8333333333333,19.5512820512821
-82.249151438,27.243148709,0.638977635782748,0,1.59744408945687,17.5718849840256,56.8690095846645
-82.240283276,27.243148709,0,0,1.89274447949527,15.1419558359621,52.6813880126183
-82.231415114,27.243148709,0,0,1.92307692307692,14.7435897435897,47.7564102564103
-82.222546952,27.243148709,0,0,2.53164556962025,16.4556962025316,40.1898734177215
-82.21367879,27.243148709,0,0,2.87539936102236,15.0159744408946,37.3801916932907
-82.204810628,27.243148709,0,0,1.59235668789809,10.828025477707,35.3503184713376
-82.195942466,27.243148709,0,0,1.2779552715655,9.90415335463259,30.9904153354633
-82.187074304,27.243148709,0,0,0,10.828025477707,26.7515923566879
-82.178206142,27.243148709,0,0,0.319488817891374,8.94568690095847,27.1565495207668
-82.16933798,27.243148709,0,0,0.949367088607595,8.22784810126582,24.6835443037975
-82.160469818,27.243148709,0,0,1.91693290734824,9.90415335463259,26.1980830670927
-82.151601656,27.243148709,0,0,2.84810126582278,12.0253164556962,25.9493670886076
-82.142733494,27.243148709,0,0,4.5016077170418,12.8617363344051,25.4019292604502
-82.133865332,27.243148709,0,0,5.37974683544304,14.873417721519,26.8987341772152
-82.12499717,27.243148709,0.321543408360129,0,5.78778135048232,16.3987138263666,26.0450160771704
-82.116129008,27.243148709,0.316455696202532,0,6.32911392405063,16.4556962025316,28.7974683544304
-82.107260846,27.243148709,0.321543408360129,0,3.85852090032154,13.8263665594855,30.2250803858521
-82.098392684,27.243148709,0.316455696202532,0,2.53164556962025,11.3924050632911,29.746835443038
-82.089524522,27.243148709,0.319488817891374,0,2.23642172523962,11.5015974440895,26.8370607028754
-82.08065636,27.243148709,0,0,2.21518987341772,14.2405063291139,27.5316455696203
-82.071788198,27.243148709,0,0,2.87539936102236,15.6549520766773,25.5591054313099
-82.062920036,27.243148709,0,0,3.5031847133758,17.515923566879,23.2484076433121
-82.249151438,27.252016871,0.636942675159236,0,1.91082802547771,12.4203821656051,52.8662420382166
-82.240283276,27.252016871,0.32258064516129,0,2.25806451612903,9.35483870967742,44.5161290322581
-82.231415114,27.252016871,0,0,3.18471337579618,10.1910828025478,35.9872611464968
-82.222546952,27.252016871,0,0,3.85852090032154,11.5755627009646,27.6527331189711
-82.21367879,27.252016871,0,0,4.12698412698413,13.3333333333333,22.8571428571429
-82.204810628,27.252016871,0,0,2.2508038585209,10.2893890675241,19.6141479099678
-82.195942466,27.252016871,0,0,1.9047619047619,11.1111111111111,18.0952380952381
-82.187074304,27.252016871,0,0,1.28617363344051,12.2186495176849,13.8263665594855
-82.178206142,27.252016871,0,0,0.946372239747634,7.88643533123028,12.9337539432177
-82.16933798,27.252016871,0,0,0.964630225080386,7.39549839228296,14.1479099678457
-82.160469818,27.252016871,0,0,1.89274447949527,8.51735015772871,15.7728706624606
-82.151601656,27.252016871,0,0,3.84615384615385,8.33333333333333,17.3076923076923
-82.142733494,27.252016871,0,0,4.41640378548896,9.77917981072555,20.5047318611987
-82.133865332,27.252016871,0,0,4.80769230769231,10.8974358974359,24.0384615384615
-82.12499717,27.252016871,0.315457413249211,0,5.04731861198738,13.2492113564669,24.9211356466877
-82.116129008,27.252016871,0.319488817891374,0,5.11182108626198,12.1405750798722,24.6006389776358
-82.107260846,27.252016871,0.318471337579618,0,4.14012738853503,10.1910828025478,25.4777070063694
-82.098392684,27.252016871,0.319488817891374,0,1.2779552715655,9.90415335463259,25.8785942492013
-82.089524522,27.252016871,0.319488817891374,0,0.958466453674121,8.30670926517572,25.5591054313099
-82.08065636,27.252016871,0,0,0.955414012738854,7.96178343949045,25.4777070063694
-82.071788198,27.252016871,0,0,1.59744408945687,11.1821086261981,23.0031948881789
-82.062920036,27.252016871,0,0,2.22222222222222,14.6031746031746,21.2698412698413
-82.249151438,27.260885033,0.958466453674121,0,1.91693290734824,10.5431309904153,50.1597444089457
-82.240283276,27.260885033,0.636942675159236,0,2.86624203821656,7.00636942675159,39.8089171974522
-82.231415114,27.260885033,0,0,4.47284345047923,7.3482428115016,30.9904153354633
-82.222546952,27.260885033,0,0,4.79233226837061,8.62619808306709,18.5303514376997
-82.21367879,27.260885033,0,0,5.11182108626198,7.98722044728434,15.6549520766773
-82.204810628,27.260885033,0,0,4.12698412698413,9.20634920634921,10.4761904761905
-82.195942466,27.260885033,0,0,2.56410256410256,11.2179487179487,9.2948717948718
-82.187074304,27.260885033,0,0,2.85714285714286,9.52380952380952,6.66666666666667
-82.178206142,27.260885033,0,0,5.11182108626198,7.3482428115016,4.15335463258786
-82.16933798,27.260885033,0,0,5.07936507936508,6.34920634920635,6.98412698412698
-82.160469818,27.260885033,0,0,3.83386581469649,6.0702875399361,7.98722044728434
-82.151601656,27.260885033,0,0,5.07936507936508,6.98412698412698,9.52380952380952
-82.142733494,27.260885033,0,0,4.47284345047923,5.75079872204473,17.2523961661342
-82.133865332,27.260885033,0,0,5.07936507936508,7.3015873015873,19.6825396825397
-82.12499717,27.260885033,0.32051282051282,0,5.44871794871795,7.37179487179487,21.1538461538462
-82.116129008,27.260885033,0.316455696202532,0,6.0126582278481,9.17721518987342,19.9367088607595
-82.107260846,27.260885033,0.319488817891374,0,5.11182108626198,9.58466453674121,20.1277955271566
-82.098392684,27.260885033,0.317460317460317,0,4.44444444444444,7.61904761904762,24.1269841269841
-82.089524522,27.260885033,0.32051282051282,0,4.48717948717949,4.80769230769231,22.1153846153846
-82.08065636,27.260885033,0,0,4.11392405063291,5.69620253164557,21.5189873417722
-82.071788198,27.260885033,0,0,2.55591054313099,6.0702875399361,22.0447284345048
-82.062920036,27.260885033,0,0,3.48101265822785,8.54430379746835,18.9873417721519
-82.249151438,27.269753195,2.53164556962025,0,1.89873417721519,6.32911392405063,50
-82.240283276,27.269753195,0.319488817891374,0,3.51437699680511,5.43130990415335,37.3801916932907
-82.231415114,27.269753195,0,0,4.74683544303798,5.06329113924051,28.1645569620253
-82.222546952,27.269753195,0,0,5.12820512820513,6.08974358974359,17.3076923076923
-82.21367879,27.269753195,0,0,5.07936507936508,4.44444444444444,12.6984126984127
-82.204810628,27.269753195,0,0,4.80769230769231,6.41025641025641,10.5769230769231
-82.195942466,27.269753195,0,0,5.37974683544304,8.22784810126582,8.86075949367089
-82.187074304,27.269753195,0,0,9.0032154340836,7.39549839228296,6.7524115755627
-82.178206142,27.269753195,0,0,12.6984126984127,7.93650793650794,3.17460317460317
-82.16933798,27.269753195,0,0,14.1025641025641,7.37179487179487,3.84615384615385
-82.160469818,27.269753195,0,0,12.0634920634921,6.98412698412698,7.3015873015873
-82.151601656,27.269753195,0,0,7.69230769230769,5.76923076923077,10.2564102564103
-82.142733494,27.269753195,0,0,7.88643533123028,6.62460567823344,14.5110410094637
-82.133865332,27.269753195,0,0,5.43130990415335,8.62619808306709,19.1693290734824
-82.12499717,27.269753195,0.315457413249211,0,5.6782334384858,8.83280757097792,18.6119873817035
-82.116129008,27.269753195,0.319488817891374,0,6.70926517571885,9.58466453674121,18.5303514376997
-82.107260846,27.269753195,0.316455696202532,0,7.91139240506329,8.86075949367089,16.7721518987342
-82.098392684,27.269753195,0.319488817891374,0,6.70926517571885,8.30670926517572,15.3354632587859
-82.089524522,27.269753195,0.316455696202532,0,6.9620253164557,5.69620253164557,18.3544303797468
-82.08065636,27.269753195,0,0,8.94568690095847,4.79233226837061,18.2108626198083
-82.071788198,27.269753195,0,0,10.126582278481,4.43037974683544,16.4556962025316
-82.062920036,27.269753195,0,0,8.22784810126582,6.64556962025316,17.4050632911392
-82.249151438,27.278621357,3.16455696202532,0.316455696202532,2.53164556962025,6.64556962025316,51.8987341772152
-82.240283276,27.278621357,0.632911392405063,0,3.79746835443038,6.32911392405063,40.5063291139241
-82.231415114,27.278621357,0.632911392405063,0,3.79746835443038,5.69620253164557,28.4810126582279
-82.222546952,27.278621357,0,0,3.18471337579618,5.73248407643312,22.2929936305732
-82.21367879,27.278621357,0,0,5.07936507936508,4.44444444444444,14.6031746031746
-82.204810628,27.278621357,0,0,5.11182108626198,5.11182108626198,9.58466453674121
-82.195942466,27.278621357,0,0,8.88888888888889,5.71428571428571,8.57142857142857
-82.187074304,27.278621357,0,0,14.6964856230032,6.0702875399361,4.47284345047923
-82.178206142,27.278621357,0,0,18.0379746835443,6.32911392405063,3.48101265822785
-82.16933798,27.278621357,0,0,17.3076923076923,7.05128205128205,3.52564102564103
-82.160469818,27.278621357,0,0,16.4556962025316,6.64556962025316,5.69620253164557
-82.151601656,27.278621357,0,0,12.540192926045,6.10932475884244,10.2893890675241
-82.142733494,27.278621357,0,0,6.9620253164557,7.59493670886076,12.3417721518987
-82.133865332,27.278621357,0,0,5.76923076923077,9.93589743589744,15.0641025641026
-82.12499717,27.278621357,0,0,5.07936507936508,9.84126984126984,14.9206349206349
-82.116129008,27.278621357,0,0,7.07395498392283,9.96784565916399,13.1832797427653
-82.107260846,27.278621357,0,0,7.32484076433121,7.96178343949045,14.3312101910828
-82.098392684,27.278621357,0,0,8.68167202572347,8.03858520900322,13.1832797427653
-82.089524522,27.278621357,0,0,10.1587301587302,7.61904761904762,13.6507936507937
-82.08065636,27.278621357,0,0,12.540192926045,5.46623794212219,15.112540192926
-82.071788198,27.278621357,0,0,14.2405063291139,5.37974683544304,16.1392405063291
-82.062920036,27.278621357,0,0,14.3769968051118,5.43130990415335,17.8913738019169
-82.249151438,27.287489519,3.17460317460317,0.952380952380952,2.85714285714286,9.84126984126984,48.8888888888889
-82.240283276,27.287489519,1.26582278481013,0,3.79746835443038,9.49367088607595,43.0379746835443
-82.231415114,27.287489519,0.634920634920635,0,4.12698412698413,7.3015873015873,32.6984126984127
-82.222546952,27.287489519,0.632911392405063,0,3.16455696202532,5.06329113924051,24.6835443037975
-82.21367879,27.287489519,0,0,3.79746835443038,4.11392405063291,19.620253164557
-82.204810628,27.287489519,0,0,3.45911949685535,4.08805031446541,14.4654088050314
-82.195942466,27.287489519,0,0,8.86075949367089,3.48101265822785,6.64556962025316
-82.187074304,27.287489519,0,0,15.1898734177215,4.43037974683544,2.21518987341772
-82.178206142,27.287489519,0,0,18.3544303797468,5.69620253164557,2.84810126582278
-82.16933798,27.287489519,0,0,18.0952380952381,6.98412698412698,3.49206349206349
-82.160469818,27.287489519,0,0,17.4050632911392,6.64556962025316,4.74683544303798
-82.151601656,27.287489519,0,0,15.1898734177215,4.74683544303798,7.59493670886076
-82.142733494,27.287489519,0,0,8.86075949367089,7.91139240506329,9.49367088607595
-82.133865332,27.287489519,0,0,4.44444444444444,11.4285714285714,11.1111111111111
-82.12499717,27.287489519,0,0,5.3968253968254,11.7460317460317,11.1111111111111
-82.116129008,27.287489519,0,0,5.4140127388535,12.4203821656051,10.828025477707
-82.107260846,27.287489519,0,0,7.61904761904762,13.6507936507937,11.7460317460317
-82.098392684,27.287489519,0,0,9.90415335463259,10.5431309904153,12.1405750798722
-82.089524522,27.287489519,0,0,13.3333333333333,8.88888888888889,11.7460317460317
-82.08065636,27.287489519,0,0,15.7051282051282,10.2564102564103,13.4615384615385
-82.071788198,27.287489519,0,0,18.9873417721519,6.64556962025316,13.9240506329114
-82.062920036,27.287489519,0,0,21.0862619808307,6.38977635782748,14.6964856230032
-82.249151438,27.296357681,2.57234726688103,1.60771704180064,3.85852090032154,14.4694533762058,43.4083601286174
-82.240283276,27.296357681,2.53164556962025,0.316455696202532,3.48101265822785,15.506329113924,41.1392405063291
-82.231415114,27.296357681,2.56410256410256,0,2.88461538461538,13.1410256410256,35.2564102564103
-82.222546952,27.296357681,1.58227848101266,0,2.84810126582278,7.59493670886076,27.8481012658228
-82.21367879,27.296357681,0.32051282051282,0,3.2051282051282,4.48717948717949,22.4358974358974
-82.204810628,27.296357681,0,0,2.22222222222222,4.44444444444444,19.047619047619
-82.195942466,27.296357681,0,0,8.30670926517572,3.83386581469649,14.3769968051118
-82.187074304,27.296357681,0,0,16.5079365079365,3.80952380952381,5.71428571428571
-82.178206142,27.296357681,0,0,19.1693290734824,3.51437699680511,2.55591054313099
-82.16933798,27.296357681,0,0,20.4472843450479,4.15335463258786,3.19488817891374
-82.160469818,27.296357681,0,0,20.3174603174603,4.44444444444444,4.76190476190476
-82.151601656,27.296357681,0,0,16.6134185303514,7.02875399361022,6.0702875399361
-82.142733494,27.296357681,0,0,11.7460317460317,9.84126984126984,7.61904761904762
-82.133865332,27.296357681,0,0,6.38977635782748,10.223642172524,10.5431309904153
-82.12499717,27.296357681,0,0,6.0126582278481,10.4430379746835,11.7088607594937
-82.116129008,27.296357681,0,0,6.73076923076923,11.2179487179487,10.5769230769231
-82.107260846,27.296357681,0,0,7.91139240506329,14.873417721519,10.4430379746835
-82.098392684,27.296357681,0,0,10.9324758842444,12.540192926045,8.36012861736334
-82.089524522,27.296357681,0,0,13.2911392405063,11.7088607594937,8.86075949367089
-82.08065636,27.296357681,0,0,17.9487179487179,11.2179487179487,12.8205128205128
-82.071788198,27.296357681,0,0,21.5873015873016,9.52380952380952,11.7460317460317
-82.062920036,27.296357681,0,0,25.4838709677419,8.38709677419355,11.9354838709677
-82.249151438,27.305225843,2.86624203821656,2.86624203821656,6.36942675159236,17.1974522292994,35.6687898089172
-82.240283276,27.305225843,4.41640378548896,0.315457413249211,5.04731861198738,18.9274447949527,37.5394321766561
-82.231415114,27.305225843,4.14012738853503,0,4.14012738853503,18.7898089171975,33.7579617834395
-82.222546952,27.305225843,2.86624203821656,0,3.5031847133758,14.3312101910828,27.3885350318471
-82.21367879,27.305225843,0.958466453674121,0,2.87539936102236,8.30670926517572,24.6006389776358
-82.204810628,27.305225843,0,0,3.5031847133758,5.4140127388535,22.9299363057325
-82.195942466,27.305225843,0,0,6.0702875399361,5.11182108626198,19.4888178913738
-82.187074304,27.305225843,0,0,10.4430379746835,6.0126582278481,13.9240506329114
-82.178206142,27.305225843,0,0,16.2939297124601,5.43130990415335,8.30670926517572
-82.16933798,27.305225843,0,0,21.2025316455696,3.79746835443038,5.06329113924051
-82.160469818,27.305225843,0,0,19.8083067092652,4.15335463258786,4.47284345047923
-82.151601656,27.305225843,0,0,16.1392405063291,5.37974683544304,5.06329113924051
-82.142733494,27.305225843,0,0,13.1832797427653,8.03858520900322,6.10932475884244
-82.133865332,27.305225843,0,0,11.3924050632911,8.54430379746835,8.54430379746835
-82.12499717,27.305225843,0,0,6.38977635782748,9.58466453674121,8.62619808306709
-82.116129008,27.305225843,0,0,7.61904761904762,13.015873015873,7.61904761904762
-82.107260846,27.305225843,0,0,7.02875399361022,13.7380191693291,6.70926517571885
-82.098392684,27.305225843,0,0,7.66773162939297,11.5015974440895,6.38977635782748
-82.089524522,27.305225843,0,0,10.5431309904153,10.5431309904153,5.11182108626198
-82.08065636,27.305225843,0,0,14.9206349206349,11.7460317460317,6.98412698412698
-82.071788198,27.305225843,0,0,21.2903225806452,11.2903225806452,10.6451612903226
-82.062920036,27.305225843,0,0,24.4444444444444,7.3015873015873,9.52380952380952
-82.249151438,27.314094005,4.74683544303798,2.53164556962025,10.4430379746835,20.253164556962,28.1645569620253
-82.240283276,27.314094005,4.82315112540193,0,9.32475884244373,25.7234726688103,27.3311897106109
-82.231415114,27.314094005,4.43037974683544,0,5.69620253164557,26.8987341772152,30.379746835443
-82.222546952,27.314094005,4.18006430868167,0,4.18006430868167,24.7588424437299,29.2604501607717
-82.21367879,27.314094005,2.52365930599369,0,4.73186119873817,14.5110410094637,26.813880126183
-82.204810628,27.314094005,0.32051282051282,0,6.41025641025641,7.05128205128205,23.7179487179487
-82.195942466,27.314094005,0.315457413249211,0,5.04731861198738,6.62460567823344,20.1892744479495
-82.187074304,27.314094005,0,0,5.76923076923077,4.80769230769231,18.5897435897436
-82.178206142,27.314094005,0,0,9.49367088607595,4.11392405063291,14.2405063291139
-82.16933798,27.314094005,0,0,15.1612903225806,3.87096774193548,8.70967741935484
-82.160469818,27.314094005,0,0,15.2380952380952,3.49206349206349,8.25396825396825
-82.151601656,27.314094005,0,0,13.7820512820513,3.2051282051282,4.80769230769231
-82.142733494,27.314094005,0,0,13.3333333333333,5.71428571428571,6.66666666666667
-82.133865332,27.314094005,0,0,13.0990415335463,7.98722044728434,6.38977635782748
-82.12499717,27.314094005,0,0,9.87261146496815,7.64331210191083,5.4140127388535
-82.116129008,27.314094005,0,0,8.28025477707006,10.1910828025478,5.09554140127389
-82.107260846,27.314094005,0,0,8.01282051282051,12.1794871794872,6.08974358974359
-82.098392684,27.314094005,0,0,10.1587301587302,9.20634920634921,6.03174603174603
-82.089524522,27.314094005,0,0,11.2903225806452,10.3225806451613,3.54838709677419
-82.08065636,27.314094005,0,0,14.2405063291139,10.7594936708861,4.74683544303798
-82.071788198,27.314094005,0,0,15.6549520766773,11.8210862619808,7.3482428115016
-82.062920036,27.314094005,0,0,20.6349206349206,7.93650793650794,6.03174603174603
-82.249151438,27.322962167,4.16666666666667,4.48717948717949,11.8589743589744,24.0384615384615,24.0384615384615
-82.240283276,27.322962167,3.79746835443038,0.316455696202532,10.4430379746835,27.8481012658228,24.3670886075949
-82.231415114,27.322962167,3.54838709677419,0,9.03225806451613,29.3548387096774,26.7741935483871
-82.222546952,27.322962167,3.47003154574132,1.26182965299685,4.10094637223975,27.7602523659306,30.2839116719243
-82.21367879,27.322962167,2.2508038585209,2.89389067524116,4.18006430868167,20.9003215434084,28.2958199356913
-82.204810628,27.322962167,0.946372239747634,2.52365930599369,6.62460567823344,11.6719242902208,24.6056782334385
-82.195942466,27.322962167,0.321543408360129,2.89389067524116,5.46623794212219,7.71704180064309,21.2218649517685
-82.187074304,27.322962167,0.316455696202532,1.89873417721519,6.64556962025316,5.69620253164557,18.6708860759494
-82.178206142,27.322962167,0,1.28617363344051,7.07395498392283,4.82315112540193,16.3987138263666
-82.16933798,27.322962167,0.316455696202532,0.632911392405063,12.6582278481013,4.43037974683544,12.9746835443038
-82.160469818,27.322962167,0.32051282051282,0.32051282051282,11.8589743589744,3.84615384615385,12.8205128205128
-82.151601656,27.322962167,0.316455696202532,0,13.9240506329114,2.84810126582278,11.3924050632911
-82.142733494,27.322962167,0.32051282051282,0,13.7820512820513,3.52564102564103,8.01282051282051
-82.133865332,27.322962167,0,0,13.2492113564669,5.6782334384858,8.51735015772871
-82.12499717,27.322962167,0,0,8.94568690095847,6.38977635782748,8.30670926517572
-82.116129008,27.322962167,0,0,10.410094637224,8.51735015772871,6.62460567823344
-82.107260846,27.322962167,0,0,10.8974358974359,8.97435897435897,5.12820512820513
-82.098392684,27.322962167,0,0,10.410094637224,9.14826498422713,3.78548895899054
-82.089524522,27.322962167,0,0,12.1794871794872,8.97435897435897,1.92307692307692
-82.08065636,27.322962167,0,0,13.8801261829653,8.83280757097792,2.52365930599369
-82.071788198,27.322962167,0,0,11.2179487179487,8.33333333333333,4.16666666666667
-82.062920036,27.322962167,0,0,12.2641509433962,11.3207547169811,8.49056603773585
-82.249151438,27.331830329,2.84810126582278,6.32911392405063,14.5569620253165,20.5696202531646,22.4683544303797
-82.240283276,27.331830329,3.19488817891374,4.47284345047923,15.9744408945687,24.2811501597444,22.0447284345048
-82.231415114,27.331830329,3.5031847133758,4.45859872611465,11.7834394904459,25.4777070063694,21.0191082802548
-82.222546952,27.331830329,2.86624203821656,4.14012738853503,8.28025477707006,23.8853503184713,21.9745222929936
-82.21367879,27.331830329,1.91082802547771,3.82165605095541,6.05095541401274,20.0636942675159,23.5668789808917
-82.204810628,27.331830329,0.318471337579618,4.14012738853503,7.00636942675159,12.7388535031847,22.9299363057325
-82.195942466,27.331830329,0.315457413249211,3.78548895899054,5.99369085173502,8.2018927444795,22.7129337539432
-82.187074304,27.331830329,0.319488817891374,3.51437699680511,6.38977635782748,6.0702875399361,19.1693290734824
-82.178206142,27.331830329,0.314465408805031,3.14465408805031,6.60377358490566,4.08805031446541,16.3522012578616
-82.16933798,27.331830329,0.32051282051282,2.56410256410256,7.69230769230769,3.2051282051282,15.7051282051282
-82.160469818,27.331830329,0.314465408805031,2.20125786163522,10.062893081761,3.45911949685535,14.1509433962264
-82.151601656,27.331830329,0.32051282051282,0.32051282051282,11.5384615384615,4.16666666666667,14.7435897435897
-82.142733494,27.331830329,0.316455696202532,0.316455696202532,12.3417721518987,4.43037974683544,10.7594936708861
-82.133865332,27.331830329,0,0,9.90415335463259,5.11182108626198,9.26517571884984
-82.12499717,27.331830329,0,0,8.54430379746835,4.74683544303798,11.0759493670886
-82.116129008,27.331830329,0,0,10.828025477707,4.45859872611465,9.55414012738854
-82.107260846,27.331830329,0,0,10.126582278481,6.64556962025316,7.59493670886076
-82.098392684,27.331830329,0,0,9.87261146496815,7.64331210191083,3.18471337579618
